,Convergence Time,Periodic,Block,Bee Hive,Loaf,Boat,Ship,Tub,Pond,Long Boat,Ship Tie,Barge,Blinker,Eater,Hat,Integral,Boat Tie,Loop,Elevener,Mirrored Table,Sesquihat,Fourteener,Paperclip,Moose Antlers,Mirrored Cap,Scorpion,Twin Hat,Spiral,Toad,Beacon,Glider,Catfish,Cell Size
4931,546,True,4,3,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4932,800,True,7,6,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54
4933,366,True,10,6,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4934,258,True,10,1,7,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54
4935,1446,True,2,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4936,738,True,6,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54
4937,719,True,9,2,3,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54
4938,308,True,3,1,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54
4939,646,True,4,4,1,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4940,1216,True,13,5,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4941,494,True,8,4,1,2,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54
4942,275,True,4,2,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4943,4619,True,4,3,3,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4944,726,True,8,4,0,1,1,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,54
4945,817,True,6,2,2,1,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54
4946,1661,True,7,4,1,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4947,924,True,8,3,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4948,730,True,6,9,4,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4949,316,True,10,1,1,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4950,534,True,8,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4951,2556,True,8,4,0,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4952,388,True,7,3,4,4,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4953,822,True,4,12,2,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4954,1950,True,5,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4955,378,True,4,4,0,1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4956,1639,True,7,4,2,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4957,1107,True,6,6,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4958,341,True,3,3,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4959,959,True,5,1,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4960,2378,True,7,3,2,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54
4961,316,True,8,2,3,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4962,1737,True,6,5,2,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4963,539,True,3,4,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4964,187,True,6,3,0,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54
4965,757,True,13,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4966,250,True,3,7,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,54
4967,729,True,4,6,1,2,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54
4968,793,True,4,1,2,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4969,1376,True,11,3,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54
4970,394,True,8,4,1,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4971,417,True,6,6,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4972,1063,True,6,3,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54
4973,972,True,6,0,3,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4974,914,True,5,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4975,748,True,4,5,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54
4976,657,True,6,4,0,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,54
4977,195,True,6,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54
4978,558,True,6,8,2,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54
4979,821,True,6,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4980,1114,True,7,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4981,449,True,6,2,1,2,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4982,698,True,0,1,1,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4983,1586,True,3,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54
4984,648,True,7,2,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54
4985,686,True,4,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4986,1578,True,7,9,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4987,658,True,3,2,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4988,1548,True,5,4,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54
4989,642,True,8,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54
4990,565,True,2,2,1,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54
4991,529,True,7,3,2,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4992,505,True,6,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4993,243,True,6,4,0,0,0,1,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4994,326,True,4,8,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4995,796,True,3,11,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4996,1281,True,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4997,351,True,5,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
4998,1765,True,8,7,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54
4999,1029,True,2,5,1,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54
5000,3519,True,108,60,12,20,3,2,6,1,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,216
5001,3915,True,91,52,15,14,5,5,2,0,1,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5002,1861,True,109,80,16,18,3,3,4,2,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5003,3595,True,105,61,19,15,0,3,5,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5004,1591,True,98,58,20,15,6,2,5,2,1,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,216
5005,9906,True,104,47,23,17,2,5,5,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,216
5006,3101,True,101,49,24,18,3,7,3,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5007,5604,True,99,70,16,16,2,4,6,2,1,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,216
5008,4999,True,127,42,19,18,2,4,3,3,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5009,1376,True,104,46,23,23,2,3,1,2,0,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5010,10115,True,97,62,14,10,10,6,3,3,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5011,2953,True,108,52,23,15,4,4,4,1,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5012,6650,True,99,56,19,10,4,3,2,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,216
5013,2134,True,115,64,17,14,1,1,3,1,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,216
5014,2923,True,94,47,19,16,3,5,5,1,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5015,6713,True,88,54,18,20,1,7,2,0,0,0,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5016,2283,True,106,59,16,24,2,2,5,1,0,1,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5017,3580,True,108,47,11,14,2,7,8,1,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5018,4134,True,100,57,16,18,2,5,3,1,0,0,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,216
5019,4168,True,86,52,24,18,0,5,4,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5020,6704,True,88,72,26,28,3,1,3,2,0,0,117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5021,1632,True,100,59,22,19,0,7,2,1,0,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,216
5022,5094,True,119,52,23,18,2,3,4,2,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,216
5023,3848,True,102,59,24,22,0,5,4,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,216
5024,6499,True,93,50,25,11,4,8,2,1,2,0,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,216
5025,7739,True,85,62,17,14,4,4,2,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,216
5026,1764,True,104,58,22,25,4,4,4,1,2,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,216
5027,2056,True,87,65,15,12,2,2,2,2,2,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5028,1484,True,120,73,16,20,3,2,2,0,0,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,216
5029,2427,True,117,65,13,12,2,4,2,1,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5030,3831,True,89,76,25,18,0,3,2,1,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,216
5031,2802,True,91,59,15,9,3,3,1,1,0,0,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5032,1880,True,98,63,21,13,0,3,2,1,0,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,216
5033,1225,True,92,43,15,12,2,5,2,2,0,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,216
5034,4081,True,100,48,13,15,2,4,4,0,0,2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5035,2127,True,111,52,14,17,3,3,4,0,1,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,216
5036,2369,True,84,52,15,21,4,5,1,0,2,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5037,2454,True,90,55,16,18,6,3,4,1,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,216
5038,2594,True,106,57,22,13,1,7,6,1,0,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,216
5039,3520,True,83,59,14,20,1,5,6,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5040,3388,True,100,62,16,15,2,1,4,0,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5041,4953,True,82,54,14,12,1,0,6,1,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5042,2821,True,104,76,16,18,3,1,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5043,4082,True,82,51,14,17,1,6,1,2,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5044,2033,True,101,58,20,18,5,2,3,1,0,0,98,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,216
5045,5307,True,87,61,20,19,2,4,4,3,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5046,2201,True,85,64,14,25,0,5,7,1,0,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,216
5047,7306,True,91,45,17,16,1,3,2,2,1,1,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5048,8939,True,89,61,21,20,6,4,1,1,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,216
5049,2218,True,92,79,18,18,3,6,4,1,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,216
5050,3757,True,92,57,17,17,1,3,5,3,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5051,3909,True,100,43,20,21,4,2,3,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,216
5052,2926,True,125,54,13,12,2,3,3,1,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5053,3149,True,104,59,29,10,6,5,3,3,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,216
5054,3980,True,101,53,15,19,3,2,2,1,1,1,104,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,216
5055,2331,True,103,64,13,20,2,5,2,1,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5056,1300,True,100,51,17,15,2,3,2,1,2,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,216
5057,3152,True,107,61,22,18,0,7,5,0,1,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5058,2890,True,109,51,12,18,3,4,4,0,0,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5059,3368,True,99,68,12,14,2,3,0,1,2,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,216
5060,3799,True,92,65,16,14,2,6,2,1,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,216
5061,3556,True,93,62,20,13,0,5,6,0,1,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5062,2077,True,104,75,20,17,1,2,4,2,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,216
5063,4059,True,102,48,21,15,4,4,7,1,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,216
5064,4395,True,108,59,19,13,2,4,6,2,0,1,97,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,216
5065,6121,True,98,56,12,15,1,2,3,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5066,3435,True,93,51,19,14,2,3,2,1,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5067,4542,True,94,46,18,16,1,2,5,0,0,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5068,5109,True,98,62,22,21,2,4,2,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5069,3498,True,91,53,17,17,3,4,1,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,216
5070,4280,True,99,52,16,13,4,7,1,1,0,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5071,5367,True,93,57,16,25,2,5,3,2,1,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5072,3484,True,108,57,17,13,0,1,5,1,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,216
5073,1731,True,114,63,11,14,3,2,7,1,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5074,2783,True,95,54,19,19,8,2,1,2,2,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,216
5075,3602,True,110,63,14,15,1,3,10,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,216
5076,2576,True,95,55,21,16,3,5,3,1,1,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,216
5077,3046,True,80,64,18,12,4,2,4,0,2,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,216
5078,2519,True,87,63,19,21,2,3,5,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5079,5384,True,101,44,16,13,2,4,2,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,216
5080,9139,True,84,48,11,20,2,3,1,2,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5081,2919,True,107,48,17,18,3,2,6,0,0,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5082,2484,True,92,56,15,16,4,1,4,1,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,216
5083,2507,True,95,70,24,17,3,8,3,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5084,2896,True,89,63,23,17,6,3,4,2,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,216
5085,3777,True,95,50,21,17,1,4,2,4,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,216
5086,3195,True,108,48,25,21,3,1,3,0,1,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,216
5087,3219,True,85,59,16,15,3,4,6,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,216
5088,4220,True,91,36,15,10,4,5,4,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5089,5701,True,94,53,16,18,1,4,4,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5090,4042,True,94,69,21,22,5,4,7,0,0,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,216
5091,4134,True,102,56,23,15,4,1,1,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5092,5192,True,109,65,19,14,4,2,5,2,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5093,5184,True,92,55,20,20,4,2,4,2,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5094,6840,True,94,68,12,12,2,2,2,1,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,216
5095,1910,True,121,59,23,15,0,4,5,1,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5096,3430,True,119,59,19,18,1,0,1,2,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5097,4634,True,83,56,19,13,2,11,1,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5098,7823,True,101,70,11,17,5,5,1,2,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5099,4346,True,88,60,19,15,2,6,3,2,0,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,216
5100,2976,True,85,58,19,17,1,6,3,0,0,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,216
5101,4527,True,93,55,17,22,0,5,5,0,0,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5102,4801,True,95,52,23,17,5,3,4,2,1,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5103,2483,True,101,44,21,14,1,6,2,1,3,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,216
5104,1728,True,92,45,23,16,1,3,5,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,216
5105,2607,True,103,42,19,20,2,6,2,1,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,216
5106,2477,True,114,54,10,12,2,2,5,3,0,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5107,3429,True,89,51,16,19,1,4,4,1,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5108,6336,True,95,62,19,15,1,4,3,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,216
5109,4407,True,103,52,10,15,1,5,4,3,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5110,4593,True,113,50,23,10,3,6,1,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,216
5111,5898,True,126,69,17,18,0,3,0,1,0,1,108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,216
5112,2464,True,123,41,13,24,4,2,4,0,0,2,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5113,2574,True,113,56,16,18,1,3,5,3,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,216
5114,2465,True,104,58,13,22,0,0,0,2,1,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,216
5115,10656,True,104,68,21,19,6,2,5,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,216
5116,7863,True,96,45,15,13,1,3,4,0,2,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,216
5117,3194,True,95,48,23,16,0,6,4,1,1,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,216
5118,4802,True,85,71,18,11,2,8,6,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,216
5119,2649,True,95,53,18,14,2,2,3,2,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,216
5120,3474,True,102,57,23,13,2,5,6,2,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,216
5121,5299,True,98,58,14,21,0,2,2,3,2,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5122,3245,True,91,53,16,13,4,6,1,0,0,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5123,3459,True,109,36,20,17,1,4,6,0,0,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,216
5124,3440,True,110,64,12,18,1,5,4,1,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5125,4635,True,97,38,17,11,2,1,7,2,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5126,4383,True,86,49,22,16,2,4,5,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
5127,2471,True,105,56,19,13,3,8,7,0,2,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
5128,3219,True,89,62,15,16,3,2,2,2,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
